"","V1","V2","V3"
"V1",1,0.788541317297853,0.680635749743573
"V2",0.372670169037502,0.613983659552474,0.781623200500309
"V3",0.122194533646424,0,1
"V4",0,1,0.909124473230933
"V5",0.145798895138512,0.0870378207743191,0
