"","","","classificacoes"
0.220025726028304,0.374718462308075,0.309259783166314,3
0.124071723515959,0.623828825482734,0.0775454764878056,3
0.238009645942483,0.499490018899998,0.599485695053358,2
0.19722740639238,0.467304123159838,0.302545242065674,3
0.205429063625539,0.339035532277275,0.150349925432442,1
0.181513391429141,0.233814344475054,0.023549014556817,1
0.148022723814605,0.353130907885255,0.0209918567106556,1
0.281633010670056,0.451418509990273,0.31085412940641,3
0.22438445467298,0.332326361996471,0.173469435760082,1
0.25018859365973,0.321359030514004,0.368239364101923,3
0.183907322900055,0.219767291612159,0.050133131148649,1
0.200751833383672,0.372534648765867,0.197848399430789,3
0.220731220056795,0.38238339512246,0.646380010366639,2
0.267058522093434,0.332250461181295,0.494537057930578,2
0.185897622607931,0.277787748155919,0.0167040107850297,1
0.173013330902837,0.221664624667384,0.00905224186455201,1
0.235423849204987,0.389566445468824,0.343178443049058,3
0.226901614576739,0.390775951315756,0.484633814617442,2
0.291787521921044,0.422015081239956,0.319314200429885,3
0.219482744377569,0.330347401983255,0.222753582700064,3
0.18416804705077,0.34494484468181,0.262581294973532,3
0.146040608559396,0.224350448162268,0.0681412572399673,1
0.179832600204325,0.334469086427328,0.489194287947027,2
0.18327481262687,0.278630928126806,0.0168873135979172,1
0.272282669833319,0.458531932576403,1,2
0.191530816770001,0.254774490922213,0.128824459355839,1
0.203818755550222,0.23829946217493,0.222970118100516,1
0.128718199864103,0.2760648835152,0.112275632818522,1
0.17283540125953,0.353732809353312,0.603917685139551,2
0.252190118123573,0.429601181532773,0.338234474844209,3
0.17314439980954,0.240229286631339,0.00269753630793893,1
0.230355369450894,0.333558072917701,0.830586787860925,2
0.193865761992351,0.30830101151362,0.65139072561089,2
0.224183838919337,0.241681096404818,0.332690359946449,3
0.0816410391685446,0.198944984755318,0.421880535991712,3
0.177992532110992,0.445115290238723,0.297978519347123,3
0.316330924286416,0.461699640361883,0.449928374476391,3
0.245680142066682,0.487681400863581,0.644411497541546,2
0.209233705622646,0.392805267553572,0.164685697133352,3
0.149879447533024,0.128100873207047,0.0979291185467957,1
0.0123688194601159,0.106740226330806,0.343270873634979,1
0.229416202354869,0.481759058175872,0.62145893829875,2
0.260263988553173,0.311360731828643,0.754560280023323,2
0.0976203581708651,0.405805243001052,0.0123689417003319,1
0.125366931605172,0.724379686404572,0.030621332612091,3
0.198346953143968,0.402743560417372,0.910107984977771,2
0.227340095899342,0.40945449785866,0.974395635774393,2
0.182495621086386,0.589529739926398,0.200087381252159,3
0.171351630536078,0.407109737092778,0.684123409126763,2
0.254312274799055,0.438066715523657,0.977574389289303,2
0.168333653396334,0.213975977822892,0.0178323386335558,1
0.121768240874075,0,0.232840733431489,1
0.180394377787243,0.23282191206831,0.0612293229146047,1
0.219124444084203,0.526517728573245,0.148942611829209,3
0.180144888026261,0.240904697610817,0.102898214470432,1
0.328642202907925,0.430020500011522,0.400744862818694,3
0.16685158479245,0.507491663177125,0.246792560954488,3
0.183865143939708,0.262090800525072,0.220054280822095,1
0.141525225974265,0.110986020059705,0.107918411767051,1
0.185869315642245,0.217574302813195,0.336027793979071,3
0.374389676219958,0.491400066624613,0.512302013591742,2
0.131678912874286,0.0372010725476271,0.0880634246896117,1
0.167677222313393,0.335235454847904,0.0120948733102411,1
0.515913442241812,0.352588552928092,0.890622097134042,2
0.176360866647502,0.332374966239253,0.550497440656104,2
0.211134743095772,0.327113321129459,0.293674117109635,3
1,0.351257080935557,0.754742471560626,2
0.668585421351277,0.354255603891648,0.757997117403355,2
0.1712524077456,0.299057444084142,0.0116442848551699,1
0.20591540871471,0.337578145891607,0.390466981322263,3
0.218717618546143,0.417801532975734,0.33962499145908,3
0.307981487319558,0.491416377416137,0.180751520007485,3
0.229041682375698,0.48650019409972,0.446990084502307,3
0.184771937252538,0.336630486756128,0.00208397612633889,1
0.211636765765206,0.408935858443807,0.138685095133958,1
0.189244073631623,0.413096311899534,0.0833362696243087,1
0.18732222306828,0.259250006711583,0.00969004468953803,1
0.267982946545866,0.441570843362339,0.281914810447433,3
0.161854512972115,0.44692584821519,0.159647804951273,3
0.219237141686294,0.372309992968014,0.306531089807385,3
0.281571837038095,0.514720271692847,0.377455339403116,3
0.203673530279913,0.336426454364092,0.147745736214118,1
0.212530514396772,0.340524702703154,0.0576793525336082,1
0.231517117615829,0.33099166831247,0.404297085705939,3
0.267657157038381,0.362991028947764,0.180435826889599,3
0.194290102530608,0.576596146638489,0.506697384872175,2
0.223603731783619,0.386127605906976,0.274160437802731,3
0.204600814453349,0.450027718167136,0.278930058479976,3
0.157436168120901,0.381865451721341,0.00816852817975691,1
0.178076746102673,0.699857486482729,0.232934848365823,3
0.314648798482007,0.385119185018835,0.3366167504307,3
0.173185521069648,0.415171627077595,0.00941605852461949,1
0.24674538921532,0.430745516548372,0.423374724094116,3
0.193400952233435,0.43517563886194,0.204331077747011,3
0.228009639195183,0.38665835476227,0.300235834181812,3
0.25749664513549,0.43819655285535,0.350537405021343,3
0.207371481131407,0.36671997749969,0.303139635085291,3
0.255245446011874,0.369711829063674,0.250416304244239,3
0.266372638202829,0.410776138606697,0.266399570086464,3
0.218791954369505,0.443360097703692,0.260644739124109,3
0.275363404447617,0.374059080529861,0.308466012744485,3
0.242516463427601,0.339385184756807,0.374210101600513,3
0.237056426692369,0.449024109053707,0.35553259785618,3
0.286158146899252,0.388250948261038,0.320792948146399,3
0.264825214595742,0.429817150358185,0.183290804843353,3
0.231103289725735,0.418187988153604,0.273670952244053,3
0.290712832526959,0.406906095076618,0.310858718209405,3
0.248903978248901,0.42744690585649,0.221105888600492,3
0.155854313582046,0.283134665344387,0.148773061894659,1
0.279312212247047,0.441878232618219,0.285154439328278,3
0.271182316224126,0.463604300880545,0.284448767263616,3
0.193401121551635,0.429271540518105,0.223078425673745,3
0.157615089249113,0.344796469183937,0.0319385955016046,1
