"","","","classificacoes"
0.216375322192635,0.378307656414986,0.335339468968779,3
0.224030614634912,0.315446943496122,0.238007854766586,3
0.259646800878452,0.401259944628743,0.378489596170286,3
0.174008087185475,0.297010982971592,0.213884893187736,1
0.269389271446379,0.431794957979536,0.136681959860982,3
0.193860776498253,0.403665440889538,0.207551528458709,3
0.264191512427463,0.461360270668957,0.237547967764566,3
0.239531043463022,0.395818807132772,0.454085950367876,3
0.171918994503378,0.247060720971171,0.0118559938423962,1
0.225854633890795,0.479216181546357,0.218569530385895,3
0.147625681130938,0.170277719038441,0.0296966494916974,1
0.216235056964207,0.34556172162234,0.169422388440492,1
0.280989135044901,0.38052289291301,0.265497704517023,3
0.207279231098741,0.370082930222022,0.242905313013818,3
0.244522383945649,0.405377335295399,0.274585812563959,3
0.174935620451585,0.506607795927329,0.223305791455359,3
0.265165825566125,0.411887739876786,0.707222895628295,2
0.155074578166835,0.36291860718206,0.0712102540928981,1
0.218129456255169,0.350107484251012,0.351966266538388,3
0.241941172849856,0.531500909552547,0.232401205748609,3
0.161624297322848,0.230914051628392,0.0115053222154764,1
0.209174525599098,0.406244971927963,0.305820665083085,3
0.189246877981636,0.523720905257274,0.294831448084742,3
0.254339350478143,0.427720437972363,0.127752561080651,3
0.169936164853889,0.3327185343188,0.0174484087151922,1
0.141714499265727,0.278237883946964,0.160500487260809,1
0.225692232151296,0.355531396736296,0.265941256421567,3
0.264533864508223,0.422851406403144,0.327148828830003,3
0.190685472466392,0.317457024436965,0.0164943258137566,1
0.173509629481027,0.448691661049713,0.119753689782094,1
0.188912056160052,0.447618170443018,0.412366612731028,3
0.149421043495292,0.403028805005802,0.0207894157320891,1
0.141571099179827,0.356419879277015,0.0223994231717493,1
0.230627186070435,0.42539272560985,0.375598913339263,3
0.22405234566935,0.442045786899687,0.116842696715985,1
0.239159307119691,0.450162144771185,0.544493026835672,2
0.191168805154424,0.456837212928908,0.593220574801581,2
0.267381638084974,0.411275031438643,0.454269922490892,3
0.199274547086822,0.375647057776288,0.0564616143086436,1
0.128383399327493,1,0.266429249974936,3
0.190892731986428,0.432741745933281,0.305032306955534,3
0.179200949651048,0.233647218586042,0.0229929563933452,1
0.219027735344872,0.408189660212789,0.425060113912236,3
0.15739227619169,0.231458755625894,0.0822075080788555,1
0.142147208381873,0.384261897418414,0.0904727198737861,1
0.206283698254013,0.296199653765856,0.333472662104014,3
0.175677909866966,0.29745701349267,0.0370290166247633,1
0.209902080548747,0.547047232079373,0.24083471702009,3
0.156462785685929,0.537537896977817,0.314308795731349,3
0.197793330637711,0.355336433510357,0.223520327177899,3
0.253127552696687,0.451027784638715,0.287167892730869,3
0.160790943116103,0.21791739823774,0.0236047845753154,1
0.238848427568625,0.31680387460912,0.369847977746648,3
0.238625602322787,0.39144054579508,0.297654467786655,3
0.225689847482495,0.34568762733116,0.491487404468666,2
0.191247727249269,0.266175605357009,0.0455886405460189,1
0.191604244626179,0.40359941872661,0.430650985500327,3
0.145359654719158,0.297154540416228,0.222304207064581,1
0.210927072790529,0.302493345382661,0.148179323995111,1
0.200764022745663,0.455955035491732,0.170547949072604,3
0.210563854112707,0.36551523051625,0.306649177254031,3
0.132940704312014,0.255612275937262,0.0615598677189375,1
0.180467161786107,0.309090565890643,0.00511887398219412,1
0.261858272495851,0.334863231314371,0.615159922127356,2
0.181912211829781,0.375379973433278,0.216088057276282,3
0.17601560874042,0.249090926627663,0.0267908326366553,1
0.280779567298626,0.468208859857187,0.168617923419861,3
0.183106063501914,0.271969665396396,0.0257235501310881,1
0.169736053913962,0.363854017056146,0.0316542301132897,1
0.217279126458138,0.491570255659005,0.20739691866099,3
0.265911776209376,0.416310862458199,0.236809344044836,3
0.217165910643851,0.448986920636936,0.310522817739086,3
0.138160627999148,0.294180931810961,0.158194361304011,1
0.314607627060481,0.483993283310554,0.208597013461922,3
0.225392259908454,0.344891026675569,0.252143137762541,3
0.134205067473973,0.482188238521885,0.133800872113599,3
0.202308798096357,0.417368243538208,0.149710442751963,3
0.18554562477545,0.410090666622124,0.277059889070211,3
0.15987287780045,0.500098375596338,0.438243160614029,3
0.235812494257351,0.492397863538205,0.233720540362361,3
0.185194093839343,0.432912140176686,0.218693429003778,3
0.268693077313896,0.410695856115327,0.256957338830885,3
0.230909862687473,0.511336105227959,0.402263961495838,3
0.222456783266796,0.431895745963426,0.24011688912964,3
0.28276502275929,0.451403493392128,0.161182044428452,3
0.277426631468272,0.441865606617251,0.14386982339889,3
0.220108496106765,0.443209411424723,0.354651466533665,3
0.305166763441907,0.444511464247202,0.262429884259235,3
0.251227178192842,0.467763103427683,0.178690705239315,3
0.164142779277711,0.378030754641019,0.0407149690095554,1
0.339210160048679,0.430974385706389,0.269466836661771,3
0.209910511594398,0.463074162292492,0.447969840735505,3
0.161683876876511,0.257158675793703,0.0336522930674629,1
0.188999201682353,0.34715526621501,0.0799579105772458,1
0.235673204075071,0.383321696977788,0.41014152996831,3
0.289940401511919,0.447920028611503,0.125213617983383,3
0.222095223604624,0.529535787822443,0.431625072660606,3
0.229435470794597,0.385801431849914,0.330041659892014,3
0.343733129860847,0.451548596181183,0.330189913499637,3
0.182849535130445,0.447774042847533,0.564662994346033,2
0.200603116995706,0.384378873840464,0.663304103918122,2
0.217360097035322,0.273581894706481,0.0902154718552999,1
0.220687932918589,0.509195019591943,0.181325617049944,3
0.209293139894292,0.531791731341501,0.225386545781907,3
0.23164954468442,0.460614342386151,0.260468986945215,3
0.224282720617871,0.545232630981982,0.209506273777885,3
0.215127269298698,0.498535273025043,0.307372572090426,3
0.200916397372249,0.355673930087133,0.191625121269104,3
0.153565683883446,0.49242621522693,0.174809772726423,3
0.300929106454307,0.412722138608806,0.205738943835267,3
0.158526065200675,0.556229084180398,0.338585149284604,3
0.182672382789319,0.396838105996366,0.228853059439398,3
0.208590025079536,0.409309362782518,0.155313395801833,3
0.182365000745201,0.424864323637868,0.290317135286499,3
0.317451086490324,0.395439180124704,0.253755818732473,3
0.275145204112405,0.484543796767738,0.232925833285076,3
0.141673915706476,0.191640640206806,0.0360312755468726,1
0.1501352120891,0.444540272309408,0.00534941867259203,1
0.190692621202242,0.40131950924235,0.357582680782603,3
0.233751852084327,0.377370092327186,0.264044947911019,3
0.135626559047825,0.669256619077393,0.0103973069082979,3
0.226424607102389,0.408394647055621,0.29643799705113,3
0.194002092260096,0.414092026368864,0.481060218696818,3
0.172936661374163,0.490510220100185,0.288477209267776,3
0.140613379159647,0.329782922424467,0.0501308142403125,1
0.176346011319819,0.447498104370849,0.233137649752886,3
0.173601025561169,0.301181142677176,0.0117693293938897,1
0.134428779798184,0.258115723629147,0.0226090728311051,1
0.169601182767529,0.395459692088113,0.377341344779466,3
0.215604724847639,0.390648370091609,0.527938192980054,2
0.251591900636285,0.419138547534413,0.449832815057829,3
0.219530498175781,0.402194999656734,0.39558647075253,3
0.307144213856671,0.380217934459609,0.244273597417752,3
0.216086750050429,0.358231748463057,0.295185721661591,3
0.186873228991237,0.45098060610448,0.301915599346366,3
0.173131205270397,0.259944151544927,0.2871924011635,3
0.210306891653102,0.316295676455571,0.494589447349986,2
0.238451732362914,0.342019049900774,0.318972094793716,3
0.233877914607305,0.352173636956991,0.222023441066023,3
0.197479000043437,0.321088424026032,0.381202762224615,3
0.186978654963334,0.448643421264192,0.379948522167547,3
0.197065737853209,0.411700425035251,0.352437302407318,3
0.210229767882941,0.359281358493109,0.441504061757186,3
0.227663077604686,0.406048737472337,0.252764820819566,3
0.213391260055059,0.367618420753672,0.378184215701639,3
0.271395871899595,0.454151438834166,0.323092692883267,3
0.0352954030783228,0.0465973341900137,0.197577966654194,1
0.0686049169999243,0.0601598417691223,0,1
0.261403239328969,0.348561705264768,0.533020048073674,2
0.324409242478134,0.516822499862436,0.287446727769098,3
0.266411103780375,0.378267006496927,0.407678641938591,3
0.148186744849989,0.616894033503127,0.240323239544765,3
0.231462249307421,0.364206874543418,0.343331462538799,3
0.276869177972251,0.451050023316655,0.0933890350376865,1
0.192451850212954,0.358908423522102,0.0526440054947073,1
0.163107082313942,0.550698403234038,0.276335924986521,3
0.224749170489764,0.391791889073459,0.331663165431948,3
0.128372524206439,0.760368743631734,0.0994616302167497,3
0.213081465457485,0.349081715797323,0.0882597852978517,1
0.215905651354578,0.41140770099478,0.206540431825641,3
0.223996872063121,0.453594400884411,0.284178310086035,3
0.248710591798572,0.532068147163014,0.353120601933493,3
0.233068992203426,0.362839017072604,0.370465106228987,3
0.223252652344162,0.435380077147215,0.222010871864957,3
0.136217668950521,0.513249865389031,0.0434411639512879,1
0.162298025489715,0.626153918629698,0.328166789115014,3
0,0.128918180857568,0.374992900021426,1
0.176838790695321,0.307344414950937,0.0169803142058728,1
0.205648951161726,0.456622363901287,0.249884412646686,3
0.284590434036378,0.462846534894221,0.299900618533322,3
0.247313931279353,0.404740758372724,0.199669352426878,3
0.196971602580051,0.382410570752791,0.116507749819713,1
0.242005111209885,0.396414361798507,0.287259862119685,3
0.148215359702325,0.311583094566941,0.0504993756881601,1
0.17080636551456,0.374964857096025,0.124037109633609,1
0.17799566952736,0.369239852970721,0.00335024197650407,1
0.225845030105037,0.441222729193049,0.22184067906406,3
0.217249858808651,0.286172386811021,0.226351071166799,3
0.173110270060964,0.243015955281953,0.0233750322911349,1
0.184800993424556,0.253959904951542,0.0110616714978613,1
0.264804220333707,0.269059427603666,0.699169204418123,2
0.123895345072806,0.478539615499063,0.138253019812493,3
0.183277096145014,0.337879111651281,0.326579361159693,3
0.229805253709487,0.426197181064564,0.280733129571004,3
0.25785515588323,0.474900481074627,0.456930855930654,3
0.273242530669064,0.455231158635001,0.402187806586448,3
0.180084806286769,0.495371186030041,0.344841217688595,3
0.185899734082674,0.361606960125073,0.827015823716488,2
0.173487901743838,0.372994712899536,0.407886596902435,3
0.188368235103577,0.133084249483834,0.025234425784076,1
0.231160702676715,0.428916807396704,0.874967993471653,2
0.202268520701454,0.33152070936976,0.404263596203804,3
0.196731357513376,0.244577301297813,0.0235917532956769,1
0.152250767375268,0.238591026626517,0.0331925408249386,1
0.223097703558373,0.327989153695542,0.400466946015546,3
0.174698682548241,0.357863899990777,0.136250090217346,1
0.255307049948155,0.344814379563123,0.629833114049404,2
0.180150476713898,0.249866254721755,0.0184792569405121,1
0.162390767658004,0.356672803327526,0.0157256731157246,1
0.200237348365195,0.318840373280139,0.288127247141786,3
0.216266055431387,0.374741461147374,0.435881326671526,3
0.205436854593268,0.333743593219565,0.465491797750056,3
