"","a","b","g","u"
"V1",2.04586313563688,0.289898783818315,0.192275023261722,1
"V2",1.41206781166013,-1.01081749481277,0.0212426435899603,1
"V3",1.00254185418995,0.626139656676549,0.457837328563391,1
"V4",1.86396929548469,2.49522369156386,0.22605382434564,1
"V5",1.45940330027027,0.0170765304510211,0.332501957159776,1
"V6",1.32608570915822,-0.393697941293086,0.411964454611638,1
"V7",0.139883552377348,-2.54707543209428,0.156932347596368,1
"V8",0.90323372168031,0.592169659702655,0.0257233850324975,1
"V9",1.19987352312288,2.8430288150292,0.0806518088970002,1
"V10",1.89446799731751,3.27471733115465,0.21943512305257,1
"V11",0.662266380244532,0.421572535843391,0.00165252812850215,1
"V12",1.60855635717157,0.471880167748536,0.189012540779688,1
"V13",1.77446227552535,1.13880926686382,0.24907709647845,1
"V14",1.08672068825191,-1.24973111390676,0.00328476757313156,1
"V15",1.69214763809059,-0.77659850323007,0.351196937928021,1
"V16",1.90246924212943,0.474739829641963,0.141807445119467,1
"V17",1.44473196337046,0.0162369408583594,0.105679165924248,1
"V18",1.03248967364063,-0.212090446025322,0.00243056831630538,1
"V19",-0.718338804197263,-2.36974188231736,0.086813135065838,1
"V20",1.10845026831446,1.03726490652995,0.117059456907422,1
"V21",1.28069922905567,-0.799368825479361,0.022311665756827,1
"V22",-0.13447325795498,-3.99481973221373,0.042603702113029,1
"V23",2.39754270121082,2.1753857843499,0.345065145825422,1
"V24",1.51762475980266,-0.452217909249446,0.38987264844375,1
"V25",0.534488175772682,-0.441857260046592,0.0159929311921357,1
"V26",1.11948786297957,1.26975021748823,0.103364766126946,1
"V27",1.23758604178716,-0.876917022079064,0.117414535930024,1
"V28",1.73981776212088,0.858409345637412,0.195536946046523,1
"V29",1.47716958538404,1.71382386404988,0.190692265055408,1
"V30",2.25109536024238,1.07221934979929,0.40230432226415,1
"V31",1.49849301653788,-0.182757847033935,0.137904268079318,1
"V32",2.21517213411702,0.20948155119873,0.136332658339585,1
"V33",-0.498156958026144,-3.5030061627372,0.100677448804941,1
"V34",0.820550921187709,1.20451623168374,0.341458919619253,1
"V35",2.19550286764763,1.84675925790503,0.134411317578799,1
"V36",1.79987990504204,1.14017686880888,0.372393322189273,1
"V37",2.01726926765548,-0.507092947610991,0.423507808081106,1
"V38",0.799647282217432,1.79760739987668,0.131327922311796,1
"V39",1.41416319986303,1.50760598844763,0.303321620313951,1
"V40",3.45010934384047,2.39756716788925,0.409542268804798,1
