"","V1","V2","V3"
"V1",0,0,0
"V2",1,1,1
"V3",0.133390137184852,0.702784096685951,0.827233867090369
"V4",0.383681376010428,0.694117836153784,0.844621315070558
"V5",0.104839692048191,0.280477605043823,0.0613054356840357
