"","a","b","g","u"
"V1",1.3134124894038,-0.707333730179122,0.153371534294094,1
"V2",0.919593995515812,-1.12044958093541,0.0323668921334807,1
"V3",0.849180448614066,0.0377175629599415,0.0160351240869242,1
"V4",-0.511216211062527,-5.22425825514655,0.108488704013595,1
"V5",-0.733323014143227,-6.3507729574721,0.241886964844004,1
"V6",1.31015238174343,1.60266985531682,0.165063684508308,1
"V7",0.72626592925019,-1.03060688379502,0.00909838523546639,1
"V8",0.735494015142874,-1.1442388864576,0.00509584820624502,1
"V9",1.33239408654675,1.33576991571362,0.121593049534193,1
"V10",1.61804364253512,1.42003769019426,0.182017696504183,1
"V11",1.62543964469442,0.746333880343915,0.152462083386839,1
"V12",0.133112998068471,13.2696156705687,0.0602550283065446,1
"V13",1.08191153708865,2.89821245346378,0.139670097220458,1
"V14",0.375532937713674,2.48298221324454,0.0982842828376029,1
"V15",0.225106490908344,4.82486592596246,0.0414401729958308,1
"V16",1.22779946568429,1.31323029009435,0.197260775217346,1
"V17",0.998979728985649,3.98541173973272,0.168496952708326,1
"V18",1.55314502781605,0.941903084386004,0.216218395120102,1
"V19",0.500214412244981,-1.16590105670105,0.00686385661680196,1
"V20",1.57866017996837,0.146454083039039,0.260535470073333,1
"V21",1.89356923467888,1.55253353019876,0.158025592333746,1
"V22",1.50720105449542,1.49605940557495,0.148565756829059,1
"V23",-1.4326299916401,-3.72323097130339,0.131971247674092,1
"V24",-0.377587858548317,-10.3685618031444,0.174189020169568,1
"V25",1.51743393376725,0.727231813977505,0.16706592292384,1
"V26",1.21520174794822,-0.312247388859515,0.0070347074270507,1
"V27",1.75385978885852,-0.347783972667667,0.0910989732217491,1
"V28",1.40735745456434,0.67870762709287,0.1485366139662,1
"V29",1.54165153939321,-1.27948337669597,0.0698798283487599,1
"V30",0.909425375338981,-0.253492852491887,0.0312923267315491,1
"V31",0.218629803761598,5.67383961394039,0.029655826012185,1
"V32",1.87239076641859,1.09912501134933,0.160584895647918,1
"V33",0.468706120380247,1.05207115467701,0.0337293758343209,1
"V34",0.692384548615336,1.35698914782153,0.0808840197201309,1
"V35",1.86475158861545,0.640768388268582,0.188361314142134,1
"V36",1.77635759657789,0.813592848964716,0.174907097088292,1
"V37",2.29882744020519,0.807039072400452,0.175108457083013,1
"V38",1.87783933218643,0.27122199006288,0.120542618650314,1
"V39",0.497322797289004,4.79137272179465,0.203352969612339,1
"V40",0.886611383992814,0.85560390265452,0.096213204686581,1
