"","a","b","g","u"
"V1",1.06079646277403,0.126754631624982,0.0684993600535184,1
"V2",1.43007816793588,0.607326819562611,0.152604913468481,1
"V3",1.16055767772873,0.104871921737292,0.129921513192244,1
"V4",1.5768873861848,1.25358049161087,0.196887514611368,1
"V5",0.746308579976733,1.07325347465852,0.0765854531810861,1
"V6",1.15636740434559,-0.868223268703643,0.071863564128454,1
"V7",0.918708897992225,-0.502577482094013,0.0231615951464084,1
"V8",1.36430004910868,1.69574515178832,0.1100609891628,1
"V9",0.718794130413781,0.806766362421033,0.0226136296385044,1
"V10",0.427490830642747,0.260861729873247,0.00643909659390582,1
"V11",0.447216084429837,4.57684585596187,0.131823230231042,1
"V12",1.60718561321465,0.688238120087865,0.182625857620146,1
"V13",0.589300825655071,-1.07544071718028,0.0177402384336306,1
"V14",1.17404297079625,2.84559768353846,0.17921373901129,1
"V15",1.32369031570498,2.6048996574507,0.132661771233269,1
"V16",1.86450633472808,1.04172238036807,0.185068538328028,1
"V17",1.62243287427302,0.0826012028237344,0.134613705849767,1
"V18",1.25953848871918,1.1973342776352,0.186996904397989,1
"V19",0.637739792065651,1.10350161379348,0.0027723763760798,1
"V20",1.42826665945532,1.04400423468435,0.191689586161206,1
"V21",1.11332071528881,-0.866117937674975,0.0338924524749788,1
"V22",0.911484340034662,2.6791682034058,0.148701256634362,1
"V23",1.22457785414207,1.38197822182108,0.19477903601755,1
"V24",1.31722017663521,1.91241444885412,0.111775748661375,1
"V25",0.851425403326673,-0.967050961930812,0.00790730455083536,1
"V26",0.38333426213229,3.59553229598649,0.0424368944570756,1
"V27",0.807758646421257,2.71528660674367,0.190540176580678,1
"V28",0.50195619869917,1.81035062756348,0.0123270701438771,1
"V29",1.6203286486492,0.249380964158842,0.11671644581993,1
"V30",1.51905764665304,0.216134232313373,0.267434269182838,1
"V31",1.36728604734013,1.27517433226839,0.101743878178771,1
"V32",0.822591303330537,0.962110489788292,0.188972762510559,1
"V33",0.514089421146308,1.23537555993712,0.0110196166090433,1
"V34",0.490490459072258,1.11365253845335,0.0109164214346035,1
"V35",1.31196499137091,0.512462699925076,0.111414783556803,1
"V36",1.02083254119499,0.196494143110372,0.0841739786183844,1
"V37",0.744817690091735,-0.420069708784708,0.00431145240211064,1
"V38",2.38248595152535,1.42614363780965,0.151262733502456,1
"V39",1.60181569875269,1.77517708870858,0.127455672916874,1
"V40",1.62446245025861,0.0110960665743672,0.180746551898804,1
