"","a","b","g","u"
"V1",0.846303872691195,0.643530619610283,0.0142168754297447,1
"V2",1.08367347689839,1.04678266014058,0.332803748319099,1
"V3",0.689105251386007,2.88416586387715,0.0728075146974693,1
"V4",2.38944449532649,1.87147345323423,0.206431331651424,1
"V5",2.97734282747794,2.50043930263953,0.229457783185485,1
