"","a","b","g","u"
"V1",0.928840157567932,2.84137642226428,0.201530588295821,1
"V2",2.26773369108362,2.26429881238637,0.212055962103728,1
"V3",2.27567620997907,1.13682228689904,0.173966837295687,1
"V4",1.55798868685235,1.16026371632035,0.230094196540729,1
"V5",1.04274102485072,-0.40583764285548,0.0124544170615094,1
"V6",3.34332728933942,2.04739332139527,0.167555437771933,1
"V7",1.24350285230874,-0.171918421519622,0.0534237487893147,1
"V8",2.48384006250874,2.06808361126629,0.133052222985937,1
"V9",2.65469366077176,1.85448132652762,0.278218932637272,1
"V10",1.9070671859154,1.973294088683,0.215843716350528,1
"V11",3.13659505312067,1.94102451076558,0.23231142282583,1
"V12",3.0072999390649,2.4903815522693,0.187770223498619,1
"V13",2.50936819775113,1.28249918154426,0.21737484315294,1
"V14",2.21785751177182,2.11789030995624,0.196174002236849,1
"V15",1.0476183791101,4.3447853815642,0.227111020801465,1
"V16",-1.74298970652315,-3.00072788208099,0.0910104205546386,1
"V17",4.26862061130534,1.89250922450694,0.117046086627182,1
"V18",2.22181154597022,1.69864185248735,0.138574814851514,1
"V19",0.0371019926909874,70.8041508089929,0.0527165250717706,1
"V20",1.3018478218807,1.89964103035401,0.23611729740123,1
"V21",1.02999960703673,2.56166406972013,0.206030343897094,1
"V22",3.26509834447081,2.10493114029624,0.173575228728421,1
"V23",2.08029857012059,1.26215940724279,0.23547641515975,1
"V24",1.79428290949241,2.66056617267451,0.111056581687904,1
"V25",2.49095627783206,1.18178275369403,0.165356640852861,1
"V26",0.190397791404785,18.7279746693596,0.101079106332542,1
"V27",1.78231160910294,2.76248416167763,0.15120912065592,1
"V28",2.61600442537472,2.41839247321732,0.203259722922002,1
"V29",3.38738021354344,2.70213518928871,0.205442877779115,1
"V30",3.81004447398753,2.31609264478879,0.227559269818941,1
"V31",1.33959662944286,1.27925083779606,0.238254789760814,1
"V32",1.22936796595915,1.70681481902129,0.111173185467337,1
"V33",-0.775207129835122,-3.94766369800158,0.0714586514312485,1
"V34",4.18731735815352,2.00016235755051,0.3091204188882,1
"V35",2.88480452829844,2.53163759000367,0.107613355545451,1
"V36",2.01991636079642,2.56656989375003,0.189740856502524,1
"V37",1.26224498342183,2.28323099318299,0.124108725150834,1
"V38",2.19364069738895,1.43057438702482,0.156514847896707,1
"V39",3.99987777217075,2.53187342242792,0.223114286996887,1
"V40",3.80551641179711,2.32021224760161,0.18570853859446,1
"V41",1.96704678666769,0.546706701813067,0.219064454292731,1
"V42",3.40467111666873,1.26786047222469,0.243047850054278,1
"V43",2.29546870664017,1.8020063538632,0.142430070794647,1
"V44",0.280632088229438,5.04076936639577,0.0219999427097762,1
"V45",0.856591879544806,5.40526588030562,0.159650394495575,1
