"","a","b","g","u"
"V1",0.659007273908138,-0.61535022088791,0.0468885168919449,1
"V2",2.00365215575018,0.96865187318848,0.23676703487745,1
"V3",0.666603669129573,-1.25155959302127,0.0156672997070173,1
"V4",1.44259343294008,1.09501044853686,0.127915117606407,1
"V5",1.69658381577046,1.54993086734203,0.058027318189421,1
"V6",2.2240735193532,0.9324665064353,0.236526166273961,1
"V7",1.08826717144294,2.18690590146445,0.167758044449543,1
"V8",2.73494306188775,1.79838891368954,0.147054288039739,1
"V9",1.3587651028053,1.62972723749776,0.142252662602311,1
"V10",1.70621123156678,2.96263066149051,0.193503605801941,1
"V11",2.02810816296326,1.19235683618496,0.196537278618423,1
"V12",2.5383024207197,1.3091308225732,0.150719070359901,1
"V13",3.0170001834626,2.05751992294126,0.147619162752507,1
"V14",2.66219553438588,2.52673459703534,0.164055625919355,1
"V15",1.93071312454763,1.35798797594417,0.14331197586895,1
"V16",0.211758718168766,12.6961268652574,0.000360728595509112,1
"V17",3.31505378929449,2.57890871667975,0.276891616330069,1
"V18",1.19708996999103,1.80318309235179,0.127125106633569,1
"V19",1.60506048317054,0.972999218494017,0.247380538238386,1
"V20",1.88804660726188,2.89219106217635,0.130236926388337,1
"V21",4.2048987345927,2.24127720443206,0.228323052486523,1
"V22",1.2158400856647,1.63367085283968,0.281896952631521,1
"V23",0.415243590153047,4.36064799246711,0.00661936409262287,1
"V24",2.7004350725853,1.78070361792269,0.314323382761985,1
"V25",3.21041332958311,2.10654002158063,0.227890193542101,1
"V26",1.8258342694628,-0.323203381309673,0.0095286841173404,1
"V27",2.31076290940457,0.889854531740631,0.247155938642405,1
"V28",1.21297866394862,3.22257243775708,0.14550542305923,1
"V29",1.0993386716618,2.6276476279562,0.199273706041717,1
"V30",2.32588628164639,2.18436563677611,0.115811435658456,1
"V31",2.38524389611908,1.81492614012569,0.148480284605312,1
"V32",3.57716497765412,1.75648312695337,0.170264755386644,1
"V33",1.50701419126458,3.02810933162543,0.139814522073849,1
"V34",2.329582513084,1.77785873864009,0.229973021624346,1
"V35",1.56248013284121,2.24185258929718,0.169328856965827,1
"V36",2.41360031585965,2.11566963198728,0.120474813036708,1
"V37",0.489511147639688,3.76271917646603,0.110555607601122,1
"V38",0.746478173086342,1.46567788045554,0.140988103989849,1
"V39",2.93762627405899,1.67842211706255,0.203961536987873,1
"V40",0.667239398435983,2.39494811868519,0.144463610026691,1
"V41",1.40085661134294,2.85183553150388,0.214294414840569,1
"V42",2.15429868443469,1.38113040733152,0.166156825595631,1
"V43",2.65784466088867,1.62677832953241,0.156012591738173,1
"V44",2.88810673312288,2.12176049070225,0.328013514368134,1
"V45",1.15193454192158,0.605892207501219,0.3945800895868,1
