"","a","b","g","u"
"V1",1.24633358266161,-1.65440665259927,0.0065395971886824,1
"V2",1.57169489591496,-0.464996648249124,0.113680859313637,1
"V3",1.48652211465914,-0.39238414958936,0.0174183495735517,1
"V4",1.50833594632301,0.0497995551126741,0.0993678335073322,1
"V5",2.12773951258077,0.0207037056242545,0.107834878137286,1
"V6",2.810151524212,0.484368090276931,0.219143385979136,1
"V7",1.34557827815262,0.281397756082531,0.104333538908634,1
"V8",2.76053491810276,0.966911015284796,0.169843518166195,1
"V9",3.00366722078131,0.853593303412087,0.16226576094069,1
"V10",2.55708503923749,1.07038491460889,0.134683127939269,1
"V11",2.46820813748168,1.18306982368082,0.101789297855957,1
"V12",1.15666958320642,1.6348460437988,0.15249085578763,1
"V13",2.21430542599997,1.42781696837083,0.146811680313967,1
"V14",0.955935209565879,1.37407273860848,0.148272378053457,1
"V15",3.21378185124826,1.55624828251204,0.25813514367391,1
"V16",3.12390867108875,1.93626520451121,0.24876839204145,1
"V17",3.80595105801822,1.84066748244637,0.201468941805138,1
"V18",2.62128285343707,1.89743937482813,0.191271191543512,1
"V19",0.505132940867414,0.629397142315126,0.00429490684085205,1
"V20",2.39980299645323,2.42280691975838,0.175759184830255,1
"V21",3.17288487730765,2.39736658696022,0.124408624950627,1
"V22",3.06143349238676,2.84789549937359,0.128117108671636,1
"V23",-1.91395908761126,-3.43936487464232,0.170508692362074,1
"V24",1.71965024002655,2.50702940078466,0.211127247990924,1
"V25",2.58279012394119,2.45047638097269,0.126335560944376,1
"V26",3.73973348580595,2.24694194192579,0.174999108236523,1
"V27",5.15856884357105,2.16210882759689,0.159182272406371,1
"V28",1.52203987660833,1.72217281249655,0.110823413419484,1
"V29",1.93847900989491,-0.109336948011411,0.11490099391891,1
"V30",4.1696051705729,1.99480410738174,0.204276265928675,1
"V31",1.87113479217395,2.02570913336304,0.163713579209087,1
"V32",2.71961272765309,1.73577926299468,0.285347581010554,1
"V33",4.61486604103562,1.58248870836917,0.169387519700796,1
"V34",0.614562090896759,0.549423089168502,0.00740677444803988,1
"V35",2.50313695383606,1.30900629169892,0.203315367165638,1
"V36",2.28609608601844,1.28045972684158,0.136785744984538,1
"V37",2.79773144682344,1.18727710722354,0.182641502125157,1
"V38",3.78399702452364,1.15082853390317,0.181396911201822,1
"V39",2.06501189708009,1.18819427536714,0.296095113592673,1
"V40",1.76069018041177,0.910330944261908,0.279049674113207,1
"V41",1.98747767272307,0.65026712703881,0.167651938208767,1
"V42",1.85245197062179,0.467335885519574,0.231487543227794,1
"V43",2.63979105513361,0.464292199374812,0.13204181051331,1
"V44",2.28481628067504,0.602096971726797,0.144307372136056,1
"V45",1.93708878753146,-0.422717172305164,0.110261252001184,1
