id_questao,discriminacao,dificuldade,acerto_casual,grupo,,
141,0.473141337086818,0.496927388074967,0.198614019093808,2,116,
142,0.540898630993336,0.432020254954757,0.198717341699873,3,117,
143,0.585885527129263,0.467275217608285,0.385992289669097,3,118,
144,0.410200366338696,0.487795246787371,0.288105766153611,3,119,
145,0.593436183636795,0.451663872533817,0.526360528457799,1,120,
146,0.836723853474887,0.495169630888237,0.6523675914659,1,121,
147,0.6615176959941,0.437246300163878,0.461412692203192,3,122,
148,0.540405462147286,0.455204172180317,0.256156969584918,3,123,
149,0.525676103137928,0.45464738148426,0.279135931148558,3,124,
150,0.357466447027342,0.457614045835365,0.10769979534491,2,125,
151,0.414739065021833,0.467587497457997,0.309409409937412,3,126,
152,0.822721317802797,0.473845028684112,0.274389584912498,3,127,
153,0.448019965669918,0.47684177684626,0.29023642467698,3,128,
154,0.384517168287832,0.461657162789771,0.0493651796072924,2,129,
155,0.480638095313179,0.477429618558853,0.275035106826276,3,130,
156,0.543821875794538,0.498853232558467,0.389816607551326,3,131,
157,0.403410567737974,0.499722327929794,0.526077435931063,1,132,
158,0.48264407592046,0.498345074223432,0.520665027459276,1,133,
159,0.598580569856386,0.41068923754811,0.649839235184309,1,134,
160,0.710220486480333,0.484607455548952,0.296843372315228,3,135,2012
161,0.430514157529421,0.383924669131672,0.0108578873457411,2,96,2011
162,0.507599702488436,0.412495658222709,0.787196829171484,1,97,
163,0.626633208661408,0.387363178460069,0.474107775022286,3,98,
164,0.462321745277991,0.462950150778153,0.512944783652259,1,99,
165,0.578152486122835,0.434013310181304,0.63340490901349,1,100,
166,0.584446854922701,0.350032902741994,0.349834069215539,3,101,
167,0.482561367268759,0.404426768209538,0.42002114147035,3,102,
168,0.730284088447082,0.356973835840508,0.629261713707217,1,103,
169,0.545504965723157,0.38881537109857,0.573134337428974,1,104,
170,0.433084031525682,0.359071626928606,0.0369871190371963,2,105,
171,0.497908067012714,0.36961927185738,0.177059746897825,2,106,
172,0.362770068473854,0.363206654278742,0.0327992771870365,2,107,
173,0.396338860411926,0.455549590685509,0.533979019454275,1,108,
174,0.472651539622988,0.3227358767843,0.0291972469493273,2,109,
175,0.506654068442721,0.450986072760474,0.500386427523349,3,110,
176,0.4328270792453,0.367643088200139,0.00827054478353135,2,111,
177,0.513001772517383,0.392026162499047,0.643408494059098,1,112,
178,0.358012657602902,0.420941430951495,0.0267453999165704,2,113,
179,0.455728062228304,0.470551716318029,0.366052792028243,3,114,
180,0.43465780322178,0.350389287352263,0.0195424538895076,2,115,
181,0.382886995043138,0.432426470148173,0.0132002424509476,2,116,
182,0.557977918721578,0.405104652521448,0.485596270638109,3,117,
183,0.926985644427873,0.47850423490465,0.470977077947251,3,118,
184,0.466031745072024,0.380830358125758,0.00464306387140243,2,119,
185,0.603067236594456,0.380427354166783,0.490534621879727,3,120,
186,0.672912478060914,0.422113095701973,0.554909081059422,1,121,
187,0.842460701012746,0.50495708791356,0.530094879353349,1,122,
188,0.581450265888136,0.405727508733622,0.549969110868728,1,123,
189,0.384934697210451,0.41923427009613,0.326290605933685,3,124,
190,0.500547644304152,0.374410947262981,0.515571042916866,1,125,
191,0.526108883472181,0.434627264585703,0.492297240871943,3,126,
192,0.547538440471334,0.370722053272141,0.448490642145217,3,127,
193,0.496162645333336,0.406570581041757,0.667878028660142,1,128,
194,0.593677649469548,0.479540343517671,0.672319409075089,1,129,
195,0.63000983748108,0.376186171928577,0.588987936411359,1,130,
196,0.690107190396097,0.426072329925578,0.653443505306211,1,131,
197,0.640463712032091,0.397141483079129,0.562368776520723,1,132,
198,0.53070523359816,0.348165325177087,0.0285077482369633,2,133,
199,0.402481894015166,0.382437292257607,0.00679446653428679,2,134,
200,0.478149776765486,0.360617538837971,0.0696541153821799,2,135,2011
201,0.712406067225503,0.407775959395037,0.41786244292115,3,96,2010
202,0.58260283989136,0.358012597782731,0.0429433761115727,2,97,
203,0.49873066705298,0.420640007012317,1,1,98,
204,0.675153650568638,0.492148226168129,0.491908752775656,3,99,
205,0.592297293221312,0.397338208539417,0.725253074446736,1,100,
206,0.564993441438094,0.381622622508604,0.89944234461994,1,101,
207,0.322055599526014,0.299237782307082,0.340387972856252,2,102,
208,0.478392056759366,0.41934036828929,0.0527655828976507,2,103,
209,0.539144798419571,0.50545470384813,0.17317385562427,2,104,
210,0.68139987829806,0.521970428364501,0.477399936859913,3,105,
211,0.429041205755549,0.412813590310035,0,2,106,
212,0.622844296993861,0.414738281281835,0.410710774389178,3,107,
213,0.656822338202865,0.440253940979714,0.542377931299056,1,108,
214,0.515970750595895,0.348872138009604,0.00357802242221435,2,109,
215,0.639964047850026,0.366973448481752,0.766234231097336,1,110,
216,0.683038557789668,0.414847687453826,0.307232763689962,3,111,
217,0.589292558401003,0.397306087160456,0.228036176778743,3,112,
218,0.504864072379999,0.388570640002492,0.00170553728897041,2,113,
219,0.146289027196766,0.306022285360147,0.186680062238266,2,114,
220,0.520421035276187,0.436369013262578,0.252982845261176,3,115,
221,0.55569815103159,0.366102291720869,0.0452867732739673,2,116,
222,0.265866482826971,0.243849359549108,0.0897688260228912,2,117,
223,0.784431121485199,0.479911730250079,0.752792765935074,1,118,
224,0.604221226802882,0.379383740459693,0.851015027123111,1,119,
225,0.402871837355449,0.379780122623344,0.031435512647424,2,120,
226,0.522681568535644,0.445263536064231,0.222962794686451,3,121,
227,0.546868437973753,0.363135419534235,0.253761211884227,3,122,
228,0.64972703554095,0.429526280455055,0.425012884544131,3,123,
229,0.595935882933581,0.462253096216119,0.414392888028472,3,124,
230,0.754438256638969,0.437706315354468,0.878266425697874,1,125,
231,0.600302987070984,0.389692859163287,0.298676632410647,3,126,
232,0.747081069687718,0.404699322397058,0.295231516005553,3,127,
233,0.191382944984095,0.26266537416027,0.217071942296273,2,128,
234,0.461458365482467,0.442767786239052,0.744887578820705,1,129,
235,0.743052743553971,0.467338995565707,0.291019756299937,3,130,
236,0.662027946729208,0.440306263281858,0.812698699534349,1,131,
237,0.706549955314384,0.377284307691504,0.924746461413098,1,132,
238,0.45717723607251,0.465458522686905,0.284260663791674,3,133,
239,0.583031981825616,0.454363524229432,0.661287030821418,1,134,
240,1,0.488412040974434,0.894132685454332,1,135,2010
241,0.477258965109441,0.453695223066121,0.491455654629449,3,96,2009
242,0.603209840123263,0.390032953928502,0.509656790594776,1,97,
243,0.442492390673563,0.372007587727276,0.00870211469664254,2,98,
244,0.593307526505718,0.404471528006656,0.407818173720462,3,99,
245,0.327161859828168,0.462181038023608,0.0456432003998071,2,100,
246,0.549180012023151,0.455659448500909,0.2768224428631,3,101,
247,0.55758218627738,0.298081454386685,0.0294536696481051,2,102,
248,0.706241654663882,0.453328529772925,0.603047959208358,1,103,
249,0.651258458317731,0.444310125158895,0.376691894529129,3,104,
250,0.537072208310178,0.382949376167618,0.245423365432717,3,105,
251,0.566907400266548,0.363652971005237,0.0907944485180452,2,106,
252,0.448410053584114,0.329368474171329,0.0129241948704095,2,107,
253,0.529834714487696,0.393425058485144,0.114959518599433,2,108,
254,0.574798319459517,0.481540293498484,0.302372986645125,3,109,
255,0.641307002036697,0.358629896190095,0.031539834256949,2,110,
256,0.412855933550128,0.442456431012732,0.00695780194995368,2,111,
257,0.477479754116269,0.337718032568519,0.004934002794834,2,112,
258,0.597798387334139,0.430513205076649,0.416714395408474,3,113,
259,0.660408410739333,0.390590264306389,0.37121774570545,3,114,
260,0.677709044072715,0.442241334188262,0.28666951642874,3,115,
261,0.462554636637058,0.393913031068637,0.0345291677890326,2,116,
262,0.668051126472836,0.458940039531262,0.311790918290512,3,117,
263,0.437350427351768,0.371207340568449,0.00378067371886805,2,118,
264,0.510207758830036,0.382248876297306,0.00232565081191791,2,119,
265,0.536911289184956,0.412414646740379,0.581716691380118,1,120,
266,0.540714671579895,0.469370871992379,0.912914903201977,1,121,
267,0.656464281515135,0.422234590848225,0.48084750198939,3,122,
268,0.679933632728278,0.418916047286407,0.342591915771837,3,123,
269,0.569631682132454,0.432222475705349,0.439484981478308,3,124,
270,0.688016589378919,0.439822519738956,0.522204314464912,1,125,
271,0.64002583040851,0.454922090678549,0.29309345186817,3,126,
272,0.53338773284811,0.407255657076929,0.25698182512785,3,127,
273,0.492850685530972,0.428586460493206,0.26023062921903,3,128,
274,0.471967587414033,0.443565069928496,0.355916988175427,3,129,
275,0.473304968452251,0.408182456726468,0.0104116897798124,2,130,
276,0.487069989371196,0.386108400282575,0.0421695725664333,2,131,
277,0.501102944897122,0.396893267746883,0.100483211691049,2,132,
278,0.714659274270185,0.470336905255235,0.234217757912515,3,133,
279,0.555629942998252,0.468142009363675,0.368213008464228,3,134,
280,0.753665995349543,0.474075711797058,0.322492644010446,3,135,
281,0.690259963808152,0.44510652392923,0.330410179539308,3,136,
282,0.726143957142282,0.446054671074062,0.394509016857147,3,137,
283,0.551183245834799,0.44266715791987,0.3514060791895,3,138,
284,0.733801581720704,0.479525373872881,0.441749755636987,3,139,2009
