"","a","b","g","u"
"V1",0.664096820993662,0.660477046871448,0.158595278903821,1
"V2",1.82008865073593,1.16329529060064,0.170621988860843,1
"V3",2.04638831505744,1.63212375273701,0.275010487361752,1
"V4",0.36796891321151,1.46137267094508,0.0120929506596064,1
"V5",3.01297909392341,2.27746909187934,0.192634820750679,1
"V6",2.54124977300852,1.44296229979069,0.178363789796898,1
"V7",1.28968914403787,2.33832047800505,0.177682657923275,1
"V8",1.35523349020381,3.64021396349942,0.134946964394508,1
"V9",3.36739276216337,2.07822421885606,0.0923986580830791,1
"V10",0.577885566163279,5.84100203339804,0.171772113628194,1
"V11",1.83487005907389,2.37052522877158,0.125535198737438,1
"V12",2.35431476735666,2.29227509528687,0.175562943553593,1
"V13",1.24484470080288,1.27437471418767,0.133243627017872,1
"V14",4.04706556445701,1.7485237074637,0.194253948687461,1
"V15",-1.28736103117013,-3.8628458139741,0.13987237127351,1
"V16",3.6932156156933,2.03282580025625,0.146226500797087,1
"V17",3.0181087097475,2.01182996746059,0.113297931325873,1
"V18",1.08012611879741,0.805579060710221,0.0701913932603967,1
"V19",1.6185885163629,3.49154554538722,0.253695306919675,1
"V20",1.61927918077199,2.00804250154853,0.119586515984046,1
"V21",-0.281672659882333,-15.2660335660771,0.149746639916608,1
"V22",0.747468215103948,0.420656987844775,0.00633009150543209,1
"V23",1.22631231697781,0.749460440571723,0.154896380167435,1
"V24",3.72895954139488,2.31226574988315,0.133459657175261,1
"V25",-0.0709052094188158,-12.9719372301685,0.14591607437191,1
"V26",2.25903590993375,2.8771217746014,0.248134351634529,1
"V27",1.1560871311572,1.08652429631093,0.173887376955813,1
"V28",2.61081276904451,2.14375875536468,0.198415214670145,1
"V29",3.42904240077367,2.17659281893489,0.264851512009361,1
"V30",0.620953916546811,1.71459030674039,0.0228007826635175,1
"V31",3.05992797875474,2.84320516187536,0.208689228686604,1
"V32",3.25733620170662,2.90033566171354,0.195534037403238,1
"V33",0.453482999532483,-0.91296468610737,0.0113560915589128,1
"V34",3.77895484576101,1.92492734850352,0.130790240716552,1
"V35",2.42409733985845,2.38056059739597,0.172750175693159,1
"V36",3.47702084844632,2.32949564213931,0.103847360241979,1
"V37",0.697197614765477,1.15821907816154,0.0175417867865942,1
"V38",2.79629284712889,2.15836523451865,0.189541339869245,1
"V39",2.88753221267269,2.19785333197538,0.20073161998679,1
"V40",1.19094153290555,1.65250411637599,0.193116496355213,1
"V41",0.490048920923006,-0.939088055083065,0.0189403902747344,1
"V42",2.93924014130835,2.00418541581778,0.0826836278439702,1
"V43",1.10392255908686,2.77638290908881,0.136215421286563,1
"V44",1.9410969405346,1.77752973761874,0.149076069701972,1
"V45",0.640614469530982,4.74351077088075,0.109668259636121,1
