"","a","b","g","u"
"V1",3.12247705391446,1.55866066000967,0.163249780585158,1
"V2",1.30480927446683,2.04339480406811,0.271171682698157,1
"V3",0.62684919425138,-1.0661055635943,0.0206776472887687,1
"V4",1.01084239437428,0.292920101554326,0.0486737605536664,1
"V5",1.66697588971865,0.839064209829328,0.248300900926714,1
"V6",2.42985295428206,1.81455439456876,0.0760351041348769,1
"V7",1.47609944182307,3.04702232395375,0.261289728781514,1
"V8",1.57928712229934,0.876510332156935,0.19987297455934,1
"V9",3.18606003030515,1.86934887546894,0.199962607848218,1
"V10",0.924391650854267,1.81234988438618,0.341723700388629,1
"V11",1.17396784160223,0.855028486723067,0.401361554814649,1
"V12",1.40953400951511,-0.81810087916866,0.0548754238248961,1
"V13",1.45631603972645,2.73985928650223,0.109960099974861,1
"V14",1.29613039048965,3.08108900500437,0.136599087157701,1
"V15",1.61041211621045,2.00624941479602,0.157809731767064,1
"V16",1.5068508234869,3.28405811181817,0.126997964926515,1
"V17",1.37814537789517,2.57888797524945,0.186167372867038,1
"V18",1.17837187249622,0.42155922866784,0.116187121709988,1
"V19",0.512725312189551,2.48663596549392,0.106020657516088,1
"V20",2.58432990105193,1.2830360820548,0.12472025864698,1
"V21",0.582457329266839,3.45011398184938,0.205038319706975,1
"V22",0.921901279794733,1.04317357298298,0.138694921620311,1
"V23",1.28624614749817,1.23150024146782,0.0942332587945258,1
"V24",0.917580166440954,1.46639348491006,0.17585575267443,1
"V25",2.81659248740199,1.02204859308842,0.153750988405947,1
"V26",2.2218651219472,2.36760468953852,0.141157297548282,1
"V27",0.34555328879785,-2.05548406644514,0.0221159665798286,1
"V28",0.464500447517228,1.76351717710317,0.00356589023005821,1
"V29",1.03464813657998,1.11084660369072,0.216524119317769,1
"V30",1.6399659198672,0.749189877578281,0.159971737450464,1
"V31",0.260540796647526,5.15692665191172,0.00661781477820854,1
"V32",1.53696102174872,1.21768724984949,0.179556390922159,1
"V33",1.0811719978649,1.30372256157116,0.291177937213335,1
"V34",0.785038516921361,2.45770279658878,0.174743343856897,1
"V35",0.330644484844061,0.0305828178349164,0.0306404675685252,1
"V36",0.8329664550029,1.80818297683935,0.141285360581302,1
"V37",0.794378011583391,-0.401328575291516,0.00744733177796565,1
"V38",0.243702663095042,-1.05165332084761,0.0140009790750047,1
"V39",0.738149046881854,1.02235834131983,0.228470095313065,1
"V40",1.38485734948831,0.949703254655626,0.319520094131665,1
"V41",1.890757641456,1.37992935731298,0.2722980263891,1
"V42",1.44004506092669,1.12406725946412,0.239500994818213,1
"V43",2.67170059854519,0.792194735097166,0.148018091271519,1
"V44",1.39163356033241,0.460184478840056,0.178799272336342,1
"V45",0.980955908936594,1.86077173839991,0.182868118149316,1
